Unnamed: 0,review,rating,topic,topic_probability,topic_label,rating_number_only,sentiment
18462,employee unfriendly,1 star,0,0.7217418,"Bad service, wrong orders, rude staff",1,negative
18464,bag mcdonald,4 stars,3,0.5017472,"Food quality issues (cold/old fries, burgers, nuggets)",4,positive
18465,kid,3 stars,5,0.58327526,"Miscellanous, general complains about environment",3,neutral
18466,order wrong alot,3 stars,0,0.5415474,"Bad service, wrong orders, rude staff",3,neutral
18467,good fry,4 stars,2,0.3888897,"Overall good price, quality, service",4,positive
18468,awesome service food hot,5 stars,1,0.55529475,"Fast and quick service, clean place, friendly staff",5,positive
18469,wrong nice staff,2 stars,1,0.50469244,"Fast and quick service, clean place, friendly staff",2,negative
18470,ok,3 stars,5,0.58332014,"Miscellanous, general complains about environment",3,neutral
18471,great service fast,5 stars,1,0.791549,"Fast and quick service, clean place, friendly staff",5,positive
18472,food hot service fast,5 stars,1,0.8327724,"Fast and quick service, clean place, friendly staff",5,positive
18473,food,5 stars,1,0.57993066,"Fast and quick service, clean place, friendly staff",5,positive
18474,condiment,2 stars,0,0.58327925,"Bad service, wrong orders, rude staff",2,negative
18475,order wrong grunt,2 stars,0,0.7220146,"Bad service, wrong orders, rude staff",2,negative
18476,rude customer,1 star,0,0.7219843,"Bad service, wrong orders, rude staff",1,negative
18477,good one mcd,5 stars,2,0.29174268,"Overall good price, quality, service",5,positive
18478,slow drive,3 stars,4,0.72222096,"Long wait times, slow drive-thru",3,neutral
18479,bad mcdonald,1 star,0,0.7203316,"Bad service, wrong orders, rude staff",1,negative
18480,big fry wrong,4 stars,3,0.54080474,"Food quality issues (cold/old fries, burgers, nuggets)",4,positive
18481,great food speedy service,5 stars,1,0.5558345,"Fast and quick service, clean place, friendly staff",5,positive
18482,good good thing,4 stars,2,0.7890203,"Overall good price, quality, service",4,positive
18483,hot fresh fry mouth,5 stars,5,0.43325922,"Miscellanous, general complains about environment",5,positive
18484,soda thicc ex,1 star,0,0.58332306,"Bad service, wrong orders, rude staff",1,negative
18485,today good mocha frappe,5 stars,4,0.43294176,"Long wait times, slow drive-thru",5,positive
18486,good service,4 stars,2,0.7204268,"Overall good price, quality, service",4,positive
18487,good service,4 stars,2,0.7203315,"Overall good price, quality, service",4,positive
18488,good ice coffee good price,5 stars,2,0.5193099,"Overall good price, quality, service",5,positive
18489,son place,5 stars,5,0.40581685,"Miscellanous, general complains about environment",5,positive
18490,night horrible,1 star,4,0.38888693,"Long wait times, slow drive-thru",1,negative
18491,great salad stale egg,1 star,3,0.43331137,"Food quality issues (cold/old fries, burgers, nuggets)",1,negative
18492,ice cream machine,3 stars,0,0.7916641,"Bad service, wrong orders, rude staff",3,neutral
18493,price cheap,3 stars,2,0.72213095,"Overall good price, quality, service",3,neutral
18494,manager daisy,5 stars,0,0.58333194,"Bad service, wrong orders, rude staff",5,positive
18495,great service time,4 stars,1,0.5414747,"Fast and quick service, clean place, friendly staff",4,positive
18496,great people great service,5 stars,1,0.83267754,"Fast and quick service, clean place, friendly staff",5,positive
18497,normal special,3 stars,2,0.72212327,"Overall good price, quality, service",3,neutral
18498,food,2 stars,5,0.580456,"Miscellanous, general complains about environment",2,negative
18502,hungry rush,3 stars,4,0.38887587,"Long wait times, slow drive-thru",3,neutral
18503,easy quick professional,5 stars,1,0.7914841,"Fast and quick service, clean place, friendly staff",5,positive
18504,average,3 stars,2,0.58302605,"Overall good price, quality, service",3,neutral
18505,good service good bathroom,5 stars,2,0.49571598,"Overall good price, quality, service",5,positive
18506,good quick tasty,4 stars,2,0.29167834,"Overall good price, quality, service",4,positive
18507,good mex margarita,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18508,mushroom burger little bit weak,3 stars,3,0.83213,"Food quality issues (cold/old fries, burgers, nuggets)",3,neutral
18509,friendly,4 stars,1,0.58333206,"Fast and quick service, clean place, friendly staff",4,positive
18510,point break menu,4 stars,0,0.54146075,"Bad service, wrong orders, rude staff",4,positive
18511,hair big mac,1 star,5,0.49757174,"Miscellanous, general complains about environment",1,negative
18512,order,1 star,0,0.5825572,"Bad service, wrong orders, rude staff",1,negative
18513,kid,5 stars,5,0.58327544,"Miscellanous, general complains about environment",5,positive
18514,great service great people,5 stars,1,0.83267504,"Fast and quick service, clean place, friendly staff",5,positive
18515,great price breakfast,5 stars,2,0.5408303,"Overall good price, quality, service",5,positive
18516,mcdonald,5 stars,2,0.5816662,"Overall good price, quality, service",5,positive
18518,great people great food,5 stars,1,0.83243406,"Fast and quick service, clean place, friendly staff",5,positive
18519,quick reasonable filling,4 stars,1,0.38892788,"Fast and quick service, clean place, friendly staff",4,positive
18520,great customer service,5 stars,1,0.79127777,"Fast and quick service, clean place, friendly staff",5,positive
18521,favorite place,5 stars,2,0.7209353,"Overall good price, quality, service",5,positive
18522,service good,5 stars,2,0.7204449,"Overall good price, quality, service",5,positive
18523,friendly staff clean restaurant,5 stars,1,0.83321476,"Fast and quick service, clean place, friendly staff",5,positive
18524,well year,5 stars,3,0.7206482,"Food quality issues (cold/old fries, burgers, nuggets)",5,positive
18525,fast service good food,5 stars,1,0.5557903,"Fast and quick service, clean place, friendly staff",5,positive
18527,friendly service,5 stars,1,0.72197044,"Fast and quick service, clean place, friendly staff",5,positive
18528,friendly staff,5 stars,1,0.7221097,"Fast and quick service, clean place, friendly staff",5,positive
18529,great food,5 stars,1,0.7212883,"Fast and quick service, clean place, friendly staff",5,positive
18531,clean,5 stars,1,0.5833323,"Fast and quick service, clean place, friendly staff",5,positive
18532,great friendly service,5 stars,1,0.79154897,"Fast and quick service, clean place, friendly staff",5,positive
18533,good good food,4 stars,2,0.7910111,"Overall good price, quality, service",4,positive
18534,good food,4 stars,2,0.72081757,"Overall good price, quality, service",4,positive
18535,good,5 stars,2,0.58333313,"Overall good price, quality, service",5,positive
18537,place,5 stars,1,0.5821773,"Fast and quick service, clean place, friendly staff",5,positive
18538,good coffee,5 stars,2,0.38889325,"Overall good price, quality, service",5,positive
18539,micy,4 stars,0,0.16666667,"Bad service, wrong orders, rude staff",4,positive
18540,typical experience,3 stars,5,0.38888097,"Miscellanous, general complains about environment",3,neutral
18541,mcdonald,5 stars,2,0.58166236,"Overall good price, quality, service",5,positive
18542,fresh,4 stars,5,0.5826768,"Miscellanous, general complains about environment",4,positive
18543,clean friendly,5 stars,1,0.7222214,"Fast and quick service, clean place, friendly staff",5,positive
18544,great breakfast,5 stars,1,0.3895782,"Fast and quick service, clean place, friendly staff",5,positive
18546,good customer service,5 stars,1,0.5038858,"Fast and quick service, clean place, friendly staff",5,positive
18547,little dirty side,3 stars,1,0.2916876,"Fast and quick service, clean place, friendly staff",3,neutral
18549,good service,5 stars,2,0.72042763,"Overall good price, quality, service",5,positive
18550,fast kind personnel,4 stars,1,0.46126908,"Fast and quick service, clean place, friendly staff",4,positive
18552,fast drive thru,5 stars,4,0.5416651,"Long wait times, slow drive-thru",5,positive
18553,helpful quick service,5 stars,1,0.79154795,"Fast and quick service, clean place, friendly staff",5,positive
18554,slow service rude,2 stars,0,0.5406383,"Bad service, wrong orders, rude staff",2,negative
18555,slow service,1 star,4,0.3888864,"Long wait times, slow drive-thru",1,negative
18556,good,3 stars,2,0.5833332,"Overall good price, quality, service",3,neutral
18557,quick bite,4 stars,1,0.3888991,"Fast and quick service, clean place, friendly staff",4,positive
18558,love place town,5 stars,1,0.79120135,"Fast and quick service, clean place, friendly staff",5,positive
18559,fat ok,5 stars,5,0.38892436,"Miscellanous, general complains about environment",5,positive
18560,good mcdonald,5 stars,2,0.7217581,"Overall good price, quality, service",5,positive
18561,nice place,4 stars,1,0.72189826,"Fast and quick service, clean place, friendly staff",4,positive
18562,love place,5 stars,1,0.7218998,"Fast and quick service, clean place, friendly staff",5,positive
18563,service,1 star,1,0.58243287,"Fast and quick service, clean place, friendly staff",1,negative
18564,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18565,terrible,1 star,5,0.58333236,"Miscellanous, general complains about environment",1,negative
18566,quick service,5 stars,1,0.7219683,"Fast and quick service, clean place, friendly staff",5,positive
18567,line,2 stars,4,0.5833316,"Long wait times, slow drive-thru",2,negative
18569,fan,2 stars,2,0.5832098,"Overall good price, quality, service",2,negative
18570,enough smile,1 star,0,0.7216989,"Bad service, wrong orders, rude staff",1,negative
18571,mcdonald,3 stars,2,0.58166504,"Overall good price, quality, service",3,neutral
18572,much,5 stars,3,0.5825388,"Food quality issues (cold/old fries, burgers, nuggets)",5,positive
18573,good coffee,5 stars,2,0.3888933,"Overall good price, quality, service",5,positive
18575,good usual,4 stars,2,0.72221977,"Overall good price, quality, service",4,positive
18576,super,5 stars,3,0.58330256,"Food quality issues (cold/old fries, burgers, nuggets)",5,positive
18578,nice playplace,4 stars,1,0.38899752,"Fast and quick service, clean place, friendly staff",4,positive
18579,meh,3 stars,0,0.583222,"Bad service, wrong orders, rude staff",3,neutral
18582,love storytime,5 stars,1,0.5833295,"Fast and quick service, clean place, friendly staff",5,positive
18584,average good,3 stars,2,0.7221383,"Overall good price, quality, service",3,neutral
18585,good usual,4 stars,2,0.72221977,"Overall good price, quality, service",4,positive
18586,great,5 stars,1,0.5833325,"Fast and quick service, clean place, friendly staff",5,positive
18587,meh,1 star,0,0.58322203,"Bad service, wrong orders, rude staff",1,negative
18588,good kid,4 stars,2,0.38889065,"Overall good price, quality, service",4,positive
18589,mcdonald,3 stars,2,0.5816571,"Overall good price, quality, service",3,neutral
18590,great,4 stars,1,0.5833325,"Fast and quick service, clean place, friendly staff",4,positive
18591,good,5 stars,2,0.5833332,"Overall good price, quality, service",5,positive
18593,dirty,1 star,1,0.5833296,"Fast and quick service, clean place, friendly staff",1,negative
18594,good,5 stars,2,0.5833332,"Overall good price, quality, service",5,positive
18595,great place,5 stars,1,0.7219019,"Fast and quick service, clean place, friendly staff",5,positive
18597,great,5 stars,1,0.5833325,"Fast and quick service, clean place, friendly staff",5,positive
18598,perfect,5 stars,1,0.5833237,"Fast and quick service, clean place, friendly staff",5,positive
18599,busy,4 stars,5,0.5813337,"Miscellanous, general complains about environment",4,positive
18600,mcdonald,4 stars,2,0.58165455,"Overall good price, quality, service",4,positive
18601,aight,5 stars,0,0.16666667,"Bad service, wrong orders, rude staff",5,positive
18605,accurate,4 stars,1,0.58331,"Fast and quick service, clean place, friendly staff",4,positive
18606,clean,5 stars,1,0.5833323,"Fast and quick service, clean place, friendly staff",5,positive
18607,fast service,3 stars,1,0.7219719,"Fast and quick service, clean place, friendly staff",3,neutral
18608,bad service,1 star,0,0.7208872,"Bad service, wrong orders, rude staff",1,negative
18609,urinal,5 stars,0,0.16666667,"Bad service, wrong orders, rude staff",5,positive
18611,typical,2 stars,5,0.58332515,"Miscellanous, general complains about environment",2,negative
18612,fresh fry,4 stars,3,0.3888892,"Food quality issues (cold/old fries, burgers, nuggets)",4,positive
18613,slow,3 stars,4,0.5833317,"Long wait times, slow drive-thru",3,neutral
18614,mcdonald,5 stars,2,0.58166087,"Overall good price, quality, service",5,positive
18615,quick service,3 stars,1,0.72196996,"Fast and quick service, clean place, friendly staff",3,neutral
18616,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18617,fast service,4 stars,1,0.72196954,"Fast and quick service, clean place, friendly staff",4,positive
18618,fast food,5 stars,1,0.7213046,"Fast and quick service, clean place, friendly staff",5,positive
18619,friend,3 stars,0,0.58331305,"Bad service, wrong orders, rude staff",3,neutral
18621,spicy mcchicken,5 stars,3,0.72219205,"Food quality issues (cold/old fries, burgers, nuggets)",5,positive
18622,nasty place,1 star,5,0.40550685,"Miscellanous, general complains about environment",1,negative
18623,mcdonald,5 stars,2,0.581664,"Overall good price, quality, service",5,positive
18624,cheap meal,3 stars,3,0.3888924,"Food quality issues (cold/old fries, burgers, nuggets)",3,neutral
18625,chicken nugget,4 stars,3,0.7222206,"Food quality issues (cold/old fries, burgers, nuggets)",4,positive
18627,mcdonald,3 stars,2,0.5816611,"Overall good price, quality, service",3,neutral
18628,mcdonald,3 stars,2,0.58166265,"Overall good price, quality, service",3,neutral
18630,bad service,1 star,0,0.7208663,"Bad service, wrong orders, rude staff",1,negative
18631,child fine breakfast meal iced coffee drink,5 stars,3,0.5847316,"Food quality issues (cold/old fries, burgers, nuggets)",5,positive
18632,excellent service kindness,5 stars,0,0.4368887,"Bad service, wrong orders, rude staff",5,positive
18633,good attention,5 stars,2,0.72213423,"Overall good price, quality, service",5,positive
18634,good place visit day week love,5 stars,4,0.40553203,"Long wait times, slow drive-thru",5,positive
18635,hamburger moment thank,5 stars,5,0.5330925,"Miscellanous, general complains about environment",5,positive
18636,staff friendly food good,5 stars,1,0.59021455,"Fast and quick service, clean place, friendly staff",5,positive
18637,chocolate chip cooky,5 stars,5,0.2917594,"Miscellanous, general complains about environment",5,positive
18638,long time food cold,1 star,4,0.4867597,"Long wait times, slow drive-thru",1,negative
18639,excellent food service,4 stars,2,0.7901558,"Overall good price, quality, service",4,positive
18640,good,4 stars,2,0.5833332,"Overall good price, quality, service",4,positive
18642,lot,5 stars,5,0.58333224,"Miscellanous, general complains about environment",5,positive
18644,good morning care,5 stars,0,0.54018,"Bad service, wrong orders, rude staff",5,positive
18645,tasty,4 stars,5,0.58332527,"Miscellanous, general complains about environment",4,positive
18646,good,4 stars,2,0.58333313,"Overall good price, quality, service",4,positive
18647,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
18648,great taste,5 stars,1,0.38889337,"Fast and quick service, clean place, friendly staff",5,positive
18650,excellent,5 stars,2,0.5833328,"Overall good price, quality, service",5,positive
